stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1757.15,0,0,4.09,4.09,151.2,0,16.35
72hpf,0,1763.02,18.19,0,1.07,0,179.72,1.07,17.12
21Day,0,0,0,0,0,2.68,2.68,0,0
3Month,0,8.32,0,12.16,0.32,0.32,0.32,0,0.64
22Month,0.55,9.84,0,20.77,1.64,0,1.09,1.09,0.55
