stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,16.35,4.09
72hpf,1.07,1.07,0,0,1.07,20.33,6.42
21Day,2.68,0,0,4.02,0,9.37,5.35
3Month,0.64,0,0.96,0,0.32,0,0
22Month,0,0,0,2.19,0,0,0
