stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,4.09,0,0,0,4.09,0
72hpf,0,0,0,0,3.21,0
21Day,0,0,0,0,0,1.34
3Month,3.2,30.4,0.64,0.32,0,0
22Month,1.64,0,0,0,0,0
