stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,0,1.07,23.54,0,1.07
21Day,0,0,0,0,1.34,22.76,0,0
3Month,0,1.92,0.32,0,0,0,0,0
22Month,0,8.75,0,0.55,0,0.55,0.55,0
