stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,49.04,0,4.09
72hpf,17.12,1.07,0,0,36.37,0,4.28
21Day,8.03,0,1.34,1.34,36.14,1.34,2.68
3Month,3.52,0,1.28,3.84,3.84,0,0
22Month,5.47,0,0,0,0.55,0,0
