stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,2.14,0,1.07
21Day,0,1.34,0,0,0,0,0
3Month,0.32,1.28,28.48,0.64,0,0,0
22Month,0,0.55,3.83,0,0,0.55,0
