stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0,3.21,0
21Day,0,0,0,0,1.34,0
3Month,1.6,0.32,0.32,0.32,0,0.32
22Month,6.56,0,0,1.09,0.55,0.55
