stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,2.14,1.07,0,0,5.35,1.07
21Day,1.34,0,0,1.34,1.34,4.02
3Month,1.6,24.96,0.64,0.64,0.32,5.12
22Month,6.01,8.75,0,0.55,0,2.19
