stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,16.35,0,0,4.09,0,53.12,8.17
72hpf,1.07,4.28,2.14,0,0,0,23.54,5.35
21Day,0,2.68,4.02,2.68,2.68,1.34,9.37,10.71
3Month,0,2.88,0,0,0.64,0,0,0
22Month,0,6.01,0,0,0,0,0,0.55
