stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,24.52,0,8.17
72hpf,0,7.49,0,0,2.14,8.56,2.14,7.49
21Day,0,13.39,0,4.02,1.34,9.37,0,4.02
3Month,0.32,9.6,0.32,4.16,0.64,0.32,0.32,1.28
22Month,0,8.2,0,2.19,0,0.55,0.55,1.09
