stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,24.52,0,4.09
72hpf,81.3,2.14,0,0,37.44,201.12,0,41.72
21Day,92.36,6.69,0,6.69,80.31,153.93,13.39,222.2
3Month,24,0.32,0.96,0.32,1.92,0.96,0,6.4
22Month,10.39,0,0.55,2.73,2.19,0.55,0,3.28
