stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,208.41,0,0,0,12.26,0,0,12.26
72hpf,0,60.98,2.14,1.07,2.14,114.47,0,1.07,68.47
21Day,0,16.06,1.34,1.34,2.68,87,0,6.69,46.85
3Month,0,2.56,0,0,0,0,0,0.32,0
22Month,0,2.19,0,0,0,0,0.55,0,0.55
