stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,12.26,0
72hpf,1.07,1.07,1.07,0,0,57.77,13.91
21Day,0,0,0,0,1.34,13.39,5.35
3Month,0,0.32,0,0.64,0,0,0
