stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,32.69,0,4.09
72hpf,0,16.05,2.14,1.07,0,4.28,171.17,21.4,114.47
21Day,0,4.02,0,2.68,0,8.03,32.12,0,33.46
3Month,0.32,8.96,0,1.92,1.6,0.32,3.52,0,6.08
22Month,1.09,32.8,0,1.64,5.47,0,1.64,0,3.28
