stage,Epithelial,Erythroid,Germ,Immune,Muscle,Secretory,Stromal
72hpf,1.07,0,0,0,0,0,0
21Day,0,0,0,9.37,1.34,0,0
3Month,13.44,0.64,1.92,48.63,1.92,0.96,1.28
22Month,4.37,0,1.64,0.55,0,0,0
