stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,17.12,0,0
21Day,6.69,0,0,0,17.4,0,0
3Month,2.88,0.32,0,0.32,0,0.32,0.32
22Month,14.76,0,3.28,0,0,0.55,1.64
