stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4.09,4.09,0,0
21Day,2.68,0,0,0,1.34,0,0
3Month,4.16,0.32,0,2.56,0,0,0
22Month,6.56,0,1.09,3.28,0,0.55,0.55
