stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,24.52,4.09
72hpf,1.07,0,0,0,3.21,0
21Day,0,0,0,1.34,1.34,0
3Month,0.64,1.92,0.32,0,0,0
