stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,32.69,0,0,0,0,175.72,0,0
72hpf,17.12,1.07,0,0,4.28,147.63,4.28,2.14
21Day,12.05,2.68,0,2.68,5.35,112.44,2.68,2.68
3Month,7.68,0,0.96,0.64,0,2.88,0.32,0.64
22Month,4.92,0,0,0.55,0,1.09,0,0
