stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,8.56,0,0,0
21Day,0,0,0,0,1.34,8.03,0,0,1.34
3Month,5.76,0,0.32,0.32,0.32,13.76,0,0,0.32
22Month,7.65,0.55,0,0,0.55,18.04,0.55,1.09,0
