stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,12.26,0,0,0,4.09,16.35,0,4.09
72hpf,0,25.67,0,0,0,0,9.63,0,4.28
21Day,0,17.4,4.02,0,0,0,5.35,0,1.34
3Month,0.32,29.12,0,0.32,2.88,0,0.32,0,1.28
22Month,0,123.54,0,0.55,6.01,0.55,0.55,0.55,1.09
