stage,Epithelial,Germ,Neuron,Stromal
24hpf,0,0,12.26,0
72hpf,1.07,0,5.35,1.07
21Day,1.34,0,0,2.68
3Month,1.28,0.96,0,0
22Month,1.64,0,0.55,0
