stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,28.6,0
72hpf,1.07,0,0,0,0,0
21Day,0,0,1.34,0,0,1.34
3Month,13.44,0.64,0.32,0.32,0,0.32
22Month,13.12,0,0,1.09,0,0
