stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,0,0,0
21Day,1.34,20.08,0,0,0,0,0,0
3Month,0.64,22.08,4.48,1.92,0.32,0,0.64,1.6
22Month,1.09,43.19,0,1.09,0.55,1.09,0,0.55
