stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,2.14,0,0,0,0,1.07,1.07
21Day,1.34,0,0,0,1.34,1.34,0
3Month,0.96,0.32,3.2,0.32,0,0,0
22Month,1.09,0,0.55,0,0,0,0
