stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,7.49,0,0,0,1.07,0
21Day,0,0,0,0,0,1.34,0
3Month,7.68,0,7.68,0.96,0,0,0
22Month,3.28,0,0,3.28,0.55,0,0.55
