stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,12.26,8.17
72hpf,1.07,0,0,0,1.07
21Day,0,0,0,0,1.34
3Month,0.96,2.56,0.32,0,0
