stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,29.95,0,0,0
21Day,1.34,0,0,0,10.71,0,0,1.34
3Month,0,2.88,0.64,1.28,0,0,0.32,0.32
22Month,0.55,41.55,3.83,6.01,0.55,2.19,0.55,3.28
