stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,32.69,0,0,0,261.53,40.86
72hpf,1.07,18.19,1.07,1.07,1.07,176.52,34.23
21Day,0,4.02,1.34,0,1.34,73.62,8.03
3Month,0,0.64,0,0,0,0,0
22Month,0,0.55,0,0,0,1.09,0
