stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,16.35,0,0,0,0
72hpf,42.79,0,0,4.28,1.07
21Day,10.71,0,1.34,1.34,0
3Month,28.16,1.28,0.64,0,0.64
22Month,4.37,1.64,2.19,0,0
