stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,57.21,0,0
72hpf,1.07,7.49,0,0,3.21,33.16,0,3.21
21Day,0,14.72,2.68,2.68,5.35,30.79,1.34,14.72
3Month,0,2.24,0.32,0.32,0,0,0,0
22Month,0.55,0.55,0,0,0,0,0,0.55
