stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,8.17,0,4.09,0,8.17
72hpf,1.07,1.07,1.07,0,29.95,0,1.07
21Day,1.34,9.37,6.69,1.34,12.05,0,5.35
3Month,0.32,0,0.64,0,0,0,0
22Month,8.2,0,5.47,0,0,1.64,0
