stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,1.07,0,0,0,2.14,0
21Day,0,0,0,1.34,1.34,2.68
3Month,0.32,0.64,0,0,0,0.96
22Month,0,0,0.55,0,0,0
