stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,4.09,0,44.95,0,12.26
72hpf,0,2.14,0,0,1.07,5.35,1.07,1.07
21Day,0,2.68,8.03,1.34,0,0,0,4.02
3Month,0.96,29.12,445.05,10.56,1.6,1.6,3.52,3.52
22Month,1.09,19.68,113.16,0.55,0,0.55,1.09,0.55
