stage,Endothelial,Epithelial,Immune,Neuron,Stromal
72hpf,0,0,0,0,3.21
21Day,0,0,1.34,1.34,0
3Month,0,0,0.96,0,0
22Month,0.55,1.64,0.55,0,0
