stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,8.17,8.17,0
72hpf,1.07,0,0,0,44.93,0
21Day,0,0,0,0,28.11,2.68
3Month,1.6,2.56,0.96,0,0,0
22Month,0.55,1.09,0,0,0,0
