stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,20.43,4.09
72hpf,2.14,0,0,3.21,2.14
21Day,0,1.34,1.34,0,4.02
22Month,0.55,0,1.09,0,0
