stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,40.86,0,0,0
72hpf,0,5.35,0,0,1.07,8.56,2.14,2.14,8.56
21Day,0,5.35,0,1.34,2.68,5.35,0,1.34,6.69
3Month,0.32,62.07,0.32,1.92,0.64,0.32,0.64,1.6,0.64
22Month,0,9.29,0,0,0,0,0,0.55,0
