stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,8.17,0,8.17,24.52,0
72hpf,0,1.07,0,3.21,0
21Day,1.34,0,0,4.02,1.34
22Month,1.64,0,0,0,0
