stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,1.07,0,1.07
21Day,0,2.68,0,0,1.34,1.34,1.34,0
3Month,0,14.72,0.32,1.92,0.64,0,0.32,0.96
22Month,0.55,25.69,0.55,6.56,0.55,0.55,0,0.55
