stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,0,1.07,0,0,0,0,0,0
21Day,0,0,1.34,0,0,1.34,0,0
3Month,0.32,5.12,15.04,3.84,0.64,0,0,1.6
22Month,0,7.11,0.55,1.64,0.55,0,1.09,0.55
