stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0
72hpf,1.07,0,0,0,1.07,0
21Day,1.34,0,0,0,0,0
3Month,0.96,0.32,0.32,0,0,0
22Month,3.83,0,1.64,0.55,0,0.55
