stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,53.12,8.17,4.09
72hpf,2.14,2.14,0,0,2.14,10.7,0,4.28
21Day,1.34,5.35,0,0,2.68,8.03,0,1.34
3Month,0.64,0,1.92,0,0,0,0,0
