stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,4.09,0
72hpf,0,0,0,0,0,2.14
21Day,1.34,1.34,1.34,0,0,0
3Month,1.6,0,0.64,0.32,0,0
22Month,1.64,0,0,0,0.55,1.09
