stage,Endothelial,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,61.3,20.43
72hpf,0,1.07,0,0,4.28,2.14
21Day,1.34,5.35,1.34,1.34,12.05,5.35
