stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,3.21,1.07,1.07,51.35,0,0
21Day,1.34,0,2.68,64.25,2.68,4.02
3Month,0.32,0,0,0,0,0
22Month,2.19,0,0,0,0,0
