stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,0
72hpf,0,1.07,0,0,0,0,0
21Day,0,1.34,0,12.05,0,1.34,0
3Month,3.84,0.32,0.32,24,0.32,0,0.32
22Month,1.09,0,0,20.77,0,0,0.55
