stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,4.09,4.09,0,4.09
72hpf,2.14,9.63,0,0,0,1.07,0,2.14
21Day,0,38.82,0,2.68,0,0,0,1.34
3Month,0,6.08,41.27,1.6,0.64,0.64,0.32,0
