stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,4.09,57.21,8.17
72hpf,1.07,0,0,0,8.56,1.07
21Day,5.35,0,0,0,1.34,0
3Month,5.76,1.28,0.96,0,0.32,0.96
