stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,16.35,0,0,0
72hpf,2.14,0,1.07,0,42.79,0,0,0
21Day,0,0,0,1.34,13.39,0,1.34,1.34
3Month,0,0.32,0,0.32,0,0,0,0
22Month,12.57,0.55,1.64,0,0.55,0.55,0.55,1.09
