stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,2.14,5.35,2.14
21Day,1.34,0,1.34,2.68,1.34
22Month,1.09,0.55,0,0,0
