stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,12.26,4.09
72hpf,0,0,0,0,0,0,70.61,1.07
21Day,0,2.68,2.68,0,0,0,24.09,1.34
3Month,0.64,4.48,0.32,26.56,2.24,0,1.28,2.56
22Month,0.55,2.73,0,4.92,0.55,0,1.64,3.28
