stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
24hpf,20.43,0,0,0,8.17,0,0
72hpf,42.79,1.07,1.07,2.14,0,0,2.14
21Day,161.96,2.68,0,8.03,0,2.68,4.02
3Month,3.52,0,0.96,0,0,0,0.32
