stage,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,1.07,0
21Day,1.34,4.02,0,0,0
3Month,2.88,9.6,0.32,0,0.32
22Month,0,0.55,0,0,0.55
