stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,118.51,0,0,0
72hpf,0,0,82.37,3.21,0,4.28
21Day,5.35,0,133.85,6.69,1.34,12.05
3Month,0.64,2.24,23.36,0,0.32,0
