stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,20.43,0,0,0
72hpf,2.14,0,0,0,6.42,0,0,3.21
21Day,0,0,0,0,9.37,0,1.34,0
3Month,1.6,0.32,2.24,0,0,0,0.32,0.32
22Month,1.64,0,0,0.55,0,1.09,0,0
