stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
3Month,0.32,1.28,0.32,1.6,8.96,0.32,0.32,0.32
