stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,16.35,4.09,98.07,16.35
72hpf,7.49,1.07,9.63,0,44.93,9.63
21Day,1.34,0,12.05,1.34,1.34,4.02
3Month,0,0,0.64,0,0,0
22Month,0,0,7.11,0,0,0.55
