stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,4.09,12.26,8.17
72hpf,0,0,4.28,2.14
21Day,0,0,4.02,0
3Month,0.96,0,0,0
22Month,1.09,0,0,0
