stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,0,0
72hpf,1.07,0,0,0,31.02,0,1.07
21Day,4.02,5.35,1.34,2.68,45.51,1.34,1.34
3Month,0.64,0,0.32,0,0,0,0
