stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,4.09,40.86,0,0
72hpf,0,0,0,2.14,0,0
21Day,1.34,0,1.34,0,1.34,1.34
3Month,0.32,0.32,0.32,0,0,0
