stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,93.99,0,0,0
72hpf,0,0,0,0,0,14.98,0,0,0
21Day,0,1.34,0,1.34,2.68,16.06,0,0,0
3Month,0.32,12.16,0.32,61.43,25.92,0.32,0,0.96,1.28
22Month,0,23.51,0,2.73,20.23,0.55,1.09,0.55,1.09
