stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09
72hpf,0,0,1.07,0,1.07
3Month,0.64,10.24,0,0,0
22Month,1.09,6.01,0,0.55,0
