stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,8.17,0,0,0,0,0,0,0
72hpf,0,1.07,3.21,0,0,0,112.33,0,1.07
21Day,1.34,1.34,2.68,0,1.34,0,30.79,0,4.02
3Month,0,5.12,0,2.88,1.6,0.96,0,0,0.32
22Month,0.55,24.05,0,0.55,2.19,0.55,2.19,1.64,0
